ecommerce_sale_id,ecommerce_product_key,ecommerce_category_key,brand_key,list_price,sale_price,discount_amount,discount_pct,available_flag
8602,8525,11,7681,34.99,34.99,0.0,0.0,1
8603,8526,89,9582,28.56,19.97,8.59,30.08,1
8604,8527,111,10412,11.45,11.45,0.0,0.0,1
8605,8528,14,371,9.97,9.97,0.0,0.0,1
8606,8529,14,9588,11.76,11.76,0.0,0.0,1
8607,8530,13,3589,29.98,22.5,7.48,24.95,1
8608,8531,12,5740,97.33,96.5,0.8299999999999983,0.85,1
8609,8532,82,4811,2.0,0.98,1.02,51.0,1
8610,8533,51,8862,25.24,25.24,0.0,0.0,1
8611,8534,16,3497,8.45,8.45,0.0,0.0,1
8612,8535,64,685,12.49,12.49,0.0,0.0,1
8613,8536,4,2770,10.37,10.37,0.0,0.0,1
8614,8537,31,7923,8.99,8.99,0.0,0.0,1
8615,8538,12,7991,73.01,73.01,0.0,0.0,1
8616,8539,17,9389,19.95,19.95,0.0,0.0,1
8617,8540,12,7638,44.99,44.99,0.0,0.0,1
8618,8541,17,9182,97.33,96.5,0.8299999999999983,0.85,1
8619,8542,17,871,24.0,12.0,12.0,50.0,1
8620,8543,14,4847,10.38,10.38,0.0,0.0,1
8621,8544,26,2816,9.99,9.99,0.0,0.0,1
8622,8545,12,10459,41.88,41.88,0.0,0.0,1
8623,8546,4,4785,97.33,96.5,0.8299999999999983,0.85,1
8624,8547,12,7637,76.59,76.59,0.0,0.0,1
8625,8548,45,889,97.33,96.5,0.8299999999999983,0.85,1
8626,8549,12,7044,9.31,9.31,0.0,0.0,1
8627,8550,13,1828,97.33,96.5,0.8299999999999983,0.85,0
8628,8551,12,2583,4.99,4.99,0.0,0.0,0
8629,8552,6,9197,7.06,7.06,0.0,0.0,1
8630,8553,43,8754,22.33,22.33,0.0,0.0,1
8631,8554,44,6499,15.45,15.45,0.0,0.0,1
8632,8555,13,5004,24.95,24.95,0.0,0.0,1
8633,8556,47,4851,12.43,12.43,0.0,0.0,1
8634,8557,14,4303,97.33,96.5,0.8299999999999983,0.85,1
8635,8558,42,7304,24.99,24.99,0.0,0.0,1
8636,8559,22,6200,19.63,19.63,0.0,0.0,1
8637,8560,14,299,15.99,15.99,0.0,0.0,1
8638,8561,17,6926,19.18,19.18,0.0,0.0,1
8639,8562,12,662,9.06,9.06,0.0,0.0,1
8640,8563,66,6396,8.21,8.21,0.0,0.0,0
8641,21447,66,6396,8.21,8.21,0.0,0.0,0
8642,8564,4,1113,18.94,18.94,0.0,0.0,1
8643,8565,12,3745,44.29,44.29,0.0,0.0,1
8644,8566,93,1320,10.68,10.68,0.0,0.0,1
8645,8567,38,8859,5.78,5.78,0.0,0.0,1
8646,8568,14,4435,89.94,89.94,0.0,0.0,1
8647,8569,27,4518,97.33,96.5,0.8299999999999983,0.85,1
8648,8570,79,1931,59.99,59.99,0.0,0.0,1
8649,8571,14,4233,8.08,8.08,0.0,0.0,1
8650,8572,51,6230,13.98,13.98,0.0,0.0,1
8651,8573,55,9421,14.97,14.97,0.0,0.0,1
8652,8574,96,5132,23.85,23.85,0.0,0.0,1
8653,8575,12,4640,97.33,96.5,0.8299999999999983,0.85,1
8654,8576,25,4107,97.33,96.5,0.8299999999999983,0.85,1
8655,8577,51,4297,28.33,28.33,0.0,0.0,1
8656,8578,172,7470,97.33,96.5,0.8299999999999983,0.85,1
8657,8579,28,9166,34.48,34.48,0.0,0.0,1
8658,8580,1,875,29.95,29.95,0.0,0.0,1
8659,8581,14,4802,97.33,96.5,0.8299999999999983,0.85,1
8660,8582,157,10594,12.99,12.99,0.0,0.0,1
8661,8583,31,10284,4.99,4.99,0.0,0.0,1
8662,8584,42,6686,23.71,23.71,0.0,0.0,1
8663,8585,26,7663,7.13,7.13,0.0,0.0,1
8664,8586,26,3650,18.78,18.78,0.0,0.0,1
8665,8587,66,2186,14.99,14.99,0.0,0.0,1
8666,8588,88,1704,30.11,30.11,0.0,0.0,1
8667,8589,32,9565,16.54,16.54,0.0,0.0,1
8668,8590,65,5863,14.57,14.57,0.0,0.0,1
8669,8591,53,2660,7.26,7.26,0.0,0.0,1
8670,8592,10,9105,11.99,11.99,0.0,0.0,1
8671,8593,92,6940,5.97,5.97,0.0,0.0,1
8672,8594,12,7315,12.0,12.0,0.0,0.0,1
8673,8595,31,8259,17.37,17.37,0.0,0.0,1
8674,8596,14,1422,48.24,40.99,7.25,15.03,1
8675,8597,12,1860,15.48,15.48,0.0,0.0,1
8676,8598,25,5823,52.53,52.53,0.0,0.0,1
8677,8599,67,2982,38.99,38.99,0.0,0.0,1
8678,8600,102,6493,49.99,49.99,0.0,0.0,1
8679,8601,59,9642,97.33,56.2,41.13,42.26,1
8680,8602,14,10490,83.16,83.16,0.0,0.0,1
8681,8603,65,6620,4.97,4.97,0.0,0.0,1
8682,8604,42,9588,12.83,12.83,0.0,0.0,1
8683,8605,12,1794,35.39,35.39,0.0,0.0,1
8684,8606,12,807,25.82,25.82,0.0,0.0,1
8685,8607,31,5243,7.49,7.49,0.0,0.0,1
8686,8608,38,6327,11.38,11.38,0.0,0.0,1
8687,8609,14,774,8.39,8.39,0.0,0.0,1
8688,8610,12,3626,97.33,96.5,0.8299999999999983,0.85,1
8689,8611,44,3346,37.49,37.49,0.0,0.0,1
8690,8612,17,9389,10.0,10.0,0.0,0.0,1
8691,8613,27,1767,15.56,15.56,0.0,0.0,1
8692,8614,12,2842,0.0,0.0,0.0,0.0,0
8693,8615,5,10,27.97,27.97,0.0,0.0,1
8694,8616,27,5825,9.87,9.87,0.0,0.0,1
8695,8617,4,10595,18.73,18.73,0.0,0.0,1
8696,8618,13,9588,11.99,11.99,0.0,0.0,1
8697,8619,26,9296,14.18,14.18,0.0,0.0,1
8698,8620,110,4558,14.99,14.99,0.0,0.0,1
8699,8621,12,5907,14.47,14.47,0.0,0.0,0
8700,8622,14,3909,35.95,35.95,0.0,0.0,1
8701,8623,154,10024,8.98,8.98,0.0,0.0,1
8702,8624,19,7593,20.67,20.67,0.0,0.0,1
8703,8625,6,1373,30.05,30.05,0.0,0.0,1
8704,8626,8,36,97.33,96.5,0.8299999999999983,0.85,1
8705,8627,119,2930,26.95,26.95,0.0,0.0,1
8706,8628,25,4534,97.33,96.5,0.8299999999999983,0.85,1
8707,8629,4,9968,11.99,11.99,0.0,0.0,1
8708,8630,109,893,27.68,27.68,0.0,0.0,1
8709,8631,3,10143,39.39,39.39,0.0,0.0,1
8710,8632,40,4188,26.95,26.95,0.0,0.0,1
8711,8633,29,7207,72.74,72.74,0.0,0.0,1
8712,8634,4,4856,19.99,19.99,0.0,0.0,1
8713,8635,18,5545,26.24,26.24,0.0,0.0,1
8714,8636,50,9588,6.58,6.58,0.0,0.0,1
8715,8637,55,7071,10.99,10.99,0.0,0.0,1
8716,8638,26,6689,41.73,41.73,0.0,0.0,0
8717,8639,74,9189,97.33,96.5,0.8299999999999983,0.85,1
8718,8640,38,8861,7.43,7.43,0.0,0.0,1
8719,8641,12,7959,9.97,9.97,0.0,0.0,1
8720,8642,56,2752,15.99,15.99,0.0,0.0,1
8721,8643,4,3930,21.23,21.23,0.0,0.0,1
8722,8644,31,2040,23.0,23.0,0.0,0.0,1
8723,8645,4,8267,38.32,38.32,0.0,0.0,1
8724,8646,37,3187,33.99,33.99,0.0,0.0,1
8725,8647,13,5696,68.99,68.99,0.0,0.0,1
8726,8648,10,4907,24.95,24.95,0.0,0.0,1
8727,8649,42,4715,16.19,16.19,0.0,0.0,1
8728,8650,12,2790,50.95,50.95,0.0,0.0,1
8729,8651,26,6684,17.99,17.99,0.0,0.0,1
8730,8652,69,8365,3.98,1.0,2.98,74.87,0
8731,8653,12,10478,19.99,19.99,0.0,0.0,1
8732,8654,1,1386,20.59,20.59,0.0,0.0,1
8733,8655,10,9074,16.99,16.99,0.0,0.0,1
8734,8656,14,1686,22.8,22.8,0.0,0.0,0
8735,8657,4,9588,7.65,7.65,0.0,0.0,1
8736,8658,59,2920,13.73,13.73,0.0,0.0,1
8737,8659,47,1684,7.49,7.49,0.0,0.0,1
8738,8660,16,8111,6.95,6.95,0.0,0.0,1
8739,8661,54,1044,9.99,9.99,0.0,0.0,1
8740,8662,106,8008,17.27,17.27,0.0,0.0,1
8741,8663,12,8887,21.99,21.99,0.0,0.0,1
8742,8664,74,10449,12.99,12.99,0.0,0.0,1
8743,8665,17,5188,19.99,19.99,0.0,0.0,1
8744,8666,4,9588,26.04,26.04,0.0,0.0,1
8745,8667,24,469,9.22,9.22,0.0,0.0,1
8746,8668,114,2088,9.15,9.15,0.0,0.0,1
8747,8669,65,1217,6.14,6.14,0.0,0.0,1
8748,8670,26,2059,19.99,19.99,0.0,0.0,1
8749,8671,31,2452,10.11,9.39,0.7199999999999989,7.12,1
8750,8672,4,9561,97.33,96.5,0.8299999999999983,0.85,1
8751,8673,173,6394,97.33,96.5,0.8299999999999983,0.85,1
8752,8674,13,5821,15.12,15.12,0.0,0.0,1
8753,8675,4,10265,67.19,67.19,0.0,0.0,1
8754,8676,17,9345,18.46,18.46,0.0,0.0,1
8755,8677,14,8717,89.99,89.99,0.0,0.0,0
8756,8678,17,8318,10.99,10.99,0.0,0.0,1
8757,8679,109,3373,25.99,25.99,0.0,0.0,1
8758,8680,14,2756,6.49,6.49,0.0,0.0,1
8759,8681,66,7898,7.0,7.0,0.0,0.0,1
8760,8682,96,5650,32.99,32.99,0.0,0.0,1
8761,8683,28,10080,97.33,96.5,0.8299999999999983,0.85,1
8762,8684,26,3188,6.06,6.06,0.0,0.0,1
8763,8685,4,7942,12.97,12.97,0.0,0.0,1
8764,8686,67,10400,45.02,45.02,0.0,0.0,1
8765,8687,4,8388,97.33,96.5,0.8299999999999983,0.85,1
8766,8688,137,669,9.33,9.33,0.0,0.0,1
8767,8689,168,9588,8.52,8.52,0.0,0.0,1
8768,8690,31,5213,14.99,14.99,0.0,0.0,1
8769,8691,13,9020,15.57,15.57,0.0,0.0,0
8770,8692,65,665,11.86,11.86,0.0,0.0,1
8771,8693,14,3105,4.49,4.49,0.0,0.0,1
8772,8694,31,669,9.2,9.2,0.0,0.0,1
8773,8695,16,7080,37.27,37.27,0.0,0.0,1
8774,8696,14,2119,97.33,96.5,0.8299999999999983,0.85,1
8775,8697,12,10234,28.99,28.99,0.0,0.0,1
8776,8698,27,7343,13.99,13.99,0.0,0.0,1
8777,8699,95,315,15.76,15.76,0.0,0.0,0
8778,8700,12,3858,9.99,9.99,0.0,0.0,1
8779,8701,4,2360,53.4,53.4,0.0,0.0,1
8780,8702,25,10193,22.95,22.95,0.0,0.0,0
8781,8703,13,1404,84.27,84.27,0.0,0.0,1
8782,8704,28,393,28.26,28.26,0.0,0.0,1
8783,8705,12,4778,12.99,12.99,0.0,0.0,1
8784,8706,13,9380,17.99,17.99,0.0,0.0,1
8785,4003,14,8163,20.0,14.31,5.69,28.45,1
8786,8707,18,3182,44.99,44.99,0.0,0.0,1
8787,8708,4,4348,68.0,68.0,0.0,0.0,1
8788,8709,14,8938,97.33,96.5,0.8299999999999983,0.85,1
8789,8710,8,2757,97.33,96.5,0.8299999999999983,0.85,0
8790,8711,12,1872,52.52,52.52,0.0,0.0,1
8791,8712,14,553,14.49,14.49,0.0,0.0,1
8792,8713,25,9588,77.58,77.58,0.0,0.0,1
8793,8714,1,467,31.74,31.74,0.0,0.0,1
8794,8715,1,2196,16.47,16.47,0.0,0.0,1
8795,8716,31,5666,6.44,6.44,0.0,0.0,1
8796,8717,12,4531,12.99,12.99,0.0,0.0,1
8797,8718,16,107,29.99,29.99,0.0,0.0,1
8798,8719,12,6964,54.99,54.99,0.0,0.0,1
8799,8720,3,3022,19.88,19.88,0.0,0.0,1
8800,8721,4,5999,97.33,96.5,0.8299999999999983,0.85,1
8801,8722,22,5724,11.97,11.97,0.0,0.0,1
8802,8723,51,4532,44.99,39.99,5.0,11.11,1
8803,8724,12,7637,51.04,51.04,0.0,0.0,1
8804,8725,173,6394,97.33,96.5,0.8299999999999983,0.85,1
8805,8726,12,9287,97.33,96.5,0.8299999999999983,0.85,1
8806,8727,31,5060,9.53,9.53,0.0,0.0,1
8807,8728,42,3349,33.58,33.58,0.0,0.0,1
8808,8729,43,7718,27.87,27.87,0.0,0.0,1
8809,8730,4,5444,16.99,16.99,0.0,0.0,1
8810,8731,14,9515,19.12,19.12,0.0,0.0,1
8811,8732,29,2022,9.99,9.99,0.0,0.0,1
8812,8733,51,4528,22.38,22.38,0.0,0.0,1
8813,8734,12,10204,97.33,96.5,0.8299999999999983,0.85,1
8814,8735,8,5108,18.4,18.4,0.0,0.0,1
8815,8736,1,9159,0.0,0.0,0.0,0.0,0
8816,8737,79,2043,10.95,10.95,0.0,0.0,1
8817,8738,131,1749,4.89,4.89,0.0,0.0,0
8818,8739,27,1749,13.43,13.43,0.0,0.0,1
8819,8740,12,9098,97.33,96.5,0.8299999999999983,0.85,1
8820,8741,4,3543,15.73,15.73,0.0,0.0,1
8821,8742,17,10474,97.33,96.5,0.8299999999999983,0.85,1
8822,8743,4,372,49.88,49.88,0.0,0.0,1
8823,8744,31,758,9.99,9.99,0.0,0.0,1
8824,8745,14,1063,5.75,3.98,1.77,30.78,1
8825,8746,65,10451,16.0,7.84,8.16,51.0,1
8826,8747,18,5381,26.24,26.24,0.0,0.0,1
8827,8748,19,4969,22.61,22.61,0.0,0.0,1
8828,8749,12,7941,37.49,37.49,0.0,0.0,1
8829,8750,14,7124,13.28,13.28,0.0,0.0,1
8830,8751,4,3663,97.33,96.5,0.8299999999999983,0.85,1
8831,8752,26,6765,35.99,35.99,0.0,0.0,1
8832,8753,1,6379,2.18,2.18,0.0,0.0,1
8833,8754,37,8288,8.91,8.91,0.0,0.0,1
8834,8755,14,2174,31.99,31.99,0.0,0.0,1
8835,8756,14,9603,24.95,24.95,0.0,0.0,1
8836,8757,18,3182,37.49,37.49,0.0,0.0,1
8837,8758,12,8145,81.9,81.9,0.0,0.0,1
8838,8759,8,6774,18.78,18.78,0.0,0.0,1
8839,8760,14,2590,20.13,20.13,0.0,0.0,1
8840,8761,33,3660,41.0,41.0,0.0,0.0,1
8841,8762,12,519,24.99,24.99,0.0,0.0,1
8842,8763,31,10182,17.5,17.5,0.0,0.0,1
8843,8764,17,8871,47.03,47.03,0.0,0.0,1
8844,8765,223,6226,6.32,6.32,0.0,0.0,1
8845,8766,12,223,6.95,6.95,0.0,0.0,1
8846,8767,31,9386,27.69,27.69,0.0,0.0,1
8847,8768,19,4971,34.49,34.49,0.0,0.0,1
8848,8769,12,10019,24.11,24.11,0.0,0.0,1
8849,8770,84,5059,27.99,27.99,0.0,0.0,1
8850,8771,12,645,8.97,8.97,0.0,0.0,1
8851,8772,17,1791,8.62,8.62,0.0,0.0,1
8852,8773,14,2056,38.82,38.82,0.0,0.0,1
8853,8774,12,3181,31.57,31.57,0.0,0.0,1
8854,8775,29,8391,20.0,20.0,0.0,0.0,1
8855,8776,29,7746,17.68,17.68,0.0,0.0,1
8856,8777,92,1959,4.57,4.57,0.0,0.0,1
8857,8778,209,2368,14.07,14.07,0.0,0.0,1
8858,8779,5,2303,15.99,15.99,0.0,0.0,1
8859,8780,14,10540,97.33,96.5,0.8299999999999983,0.85,1
8860,8781,14,371,11.21,11.21,0.0,0.0,1
8861,8782,237,9570,18.44,18.44,0.0,0.0,1
8862,8783,115,2543,12.97,12.97,0.0,0.0,1
8863,8784,28,5218,5.94,5.94,0.0,0.0,1
8864,8785,50,2115,22.83,22.83,0.0,0.0,1
8865,8786,29,3943,16.99,9.88,7.109999999999998,41.85,1
8866,8787,14,5717,9.92,9.92,0.0,0.0,1
8867,8788,26,4516,5.49,5.49,0.0,0.0,1
8868,8789,14,4903,97.33,96.5,0.8299999999999983,0.85,1
8869,8790,67,8686,12.29,12.29,0.0,0.0,1
8870,8791,12,1698,23.95,23.95,0.0,0.0,1
8871,8792,145,10097,12.88,12.88,0.0,0.0,1
8872,8793,14,8657,92.99,92.99,0.0,0.0,1
8873,8794,1,4280,83.52,83.52,0.0,0.0,1
8874,8795,16,9952,5.31,5.31,0.0,0.0,1
8875,8796,14,4386,97.33,96.5,0.8299999999999983,0.85,1
8876,8797,4,9020,10.99,10.99,0.0,0.0,1
8877,8798,143,9457,11.59,11.59,0.0,0.0,1
8878,8799,133,6595,8.99,8.99,0.0,0.0,1
8879,8800,26,5114,11.12,11.12,0.0,0.0,1
8880,8801,12,5906,18.64,18.64,0.0,0.0,1
8881,8802,1,9549,7.15,7.15,0.0,0.0,1
8882,8803,4,9565,5.09,5.09,0.0,0.0,1
8883,8804,37,9677,61.94,61.94,0.0,0.0,1
8884,8805,12,1871,17.99,17.99,0.0,0.0,1
8885,8806,51,1466,42.95,42.95,0.0,0.0,1
8886,8807,12,10019,20.0,20.0,0.0,0.0,1
8887,8808,6,2767,97.33,96.5,0.8299999999999983,0.85,1
8888,8809,6,8503,12.05,12.05,0.0,0.0,1
8889,8810,25,8375,35.99,35.99,0.0,0.0,1
8890,8811,27,199,97.33,96.5,0.8299999999999983,0.85,1
8891,8812,12,8604,97.33,96.5,0.8299999999999983,0.85,1
8892,8813,45,5522,22.46,22.46,0.0,0.0,1
8893,8814,14,9476,41.09,41.09,0.0,0.0,1
8894,8815,26,1933,10.89,10.89,0.0,0.0,1
8895,8816,28,2229,10.49,10.49,0.0,0.0,1
8896,8817,108,5909,8.99,8.99,0.0,0.0,1
8897,8818,51,5112,97.33,96.5,0.8299999999999983,0.85,1
8898,8819,14,7975,8.94,8.94,0.0,0.0,1
8899,8820,143,7858,17.95,17.95,0.0,0.0,1
8900,8821,14,4017,7.99,7.99,0.0,0.0,1
8901,8822,25,7156,97.33,96.5,0.8299999999999983,0.85,1
8902,8823,12,9611,97.33,96.5,0.8299999999999983,0.85,1
8903,8824,123,5704,14.62,14.62,0.0,0.0,1
8904,8825,47,1260,48.63,48.63,0.0,0.0,1
8905,8826,52,5028,97.33,96.5,0.8299999999999983,0.85,1
8906,8827,31,3892,14.0,14.0,0.0,0.0,1
8907,8828,92,5706,22.21,22.21,0.0,0.0,1
8908,8829,14,235,97.33,96.5,0.8299999999999983,0.85,0
8909,8830,93,973,21.31,21.31,0.0,0.0,1
8910,8831,53,4687,44.95,44.95,0.0,0.0,1
8911,8832,17,867,97.33,96.5,0.8299999999999983,0.85,1
8912,8833,6,4822,0.0,0.0,0.0,0.0,0
8913,8834,67,797,11.88,11.88,0.0,0.0,1
8914,8835,60,8823,49.99,49.99,0.0,0.0,0
8915,8836,5,10229,12.32,12.32,0.0,0.0,1
8916,8837,25,4209,97.33,89.95,7.3799999999999955,7.58,1
8917,8838,12,8015,90.85,90.85,0.0,0.0,1
8918,8839,53,5346,22.98,22.98,0.0,0.0,1
8919,8840,12,3419,97.33,96.5,0.8299999999999983,0.85,1
8920,8841,129,269,23.77,23.77,0.0,0.0,1
8921,8842,51,6675,19.99,19.99,0.0,0.0,1
8922,8843,12,9553,52.99,52.99,0.0,0.0,1
8923,8844,43,7722,43.48,43.48,0.0,0.0,1
8924,8845,17,6163,31.99,31.99,0.0,0.0,1
8925,8846,29,4316,97.33,96.5,0.8299999999999983,0.85,1
8926,8847,27,221,9.74,9.74,0.0,0.0,1
8927,8848,62,10195,11.82,11.82,0.0,0.0,1
8928,8849,9,1098,15.95,15.95,0.0,0.0,1
8929,4738,65,3657,9.99,9.99,0.0,0.0,1
8930,8850,65,3657,9.99,9.99,0.0,0.0,1
8931,8851,31,6923,5.12,5.12,0.0,0.0,1
8932,8852,56,9588,97.33,96.5,0.8299999999999983,0.85,0
8933,8853,14,3663,20.99,20.99,0.0,0.0,1
8934,8854,14,9970,7.99,7.99,0.0,0.0,1
8935,8855,31,8443,16.97,16.97,0.0,0.0,1
8936,8856,16,7083,4.11,4.11,0.0,0.0,1
8937,8857,4,8853,97.33,96.5,0.8299999999999983,0.85,1
8938,8858,22,5807,0.0,0.0,0.0,0.0,0
8939,8859,4,9634,8.95,8.95,0.0,0.0,1
8940,8860,1,9613,6.89,6.89,0.0,0.0,0
8941,8861,5,6893,15.95,15.95,0.0,0.0,1
8942,8862,93,1983,6.64,6.64,0.0,0.0,1
8943,8863,3,6773,32.89,32.89,0.0,0.0,1
8944,8864,28,3646,0.0,0.0,0.0,0.0,0
8945,8865,172,4072,97.33,96.5,0.8299999999999983,0.85,1
8946,8866,31,8259,22.96,22.96,0.0,0.0,0
8947,8867,29,4654,83.86,83.86,0.0,0.0,1
8948,8868,12,9076,59.99,59.99,0.0,0.0,1
8949,8869,49,2759,24.5,24.5,0.0,0.0,1
8950,8870,9,8592,24.27,24.27,0.0,0.0,1
8951,8871,74,500,14.29,14.29,0.0,0.0,1
8952,8872,62,2564,10.33,10.33,0.0,0.0,1
8953,8873,11,7681,46.99,46.99,0.0,0.0,1
8954,8874,62,9454,9.99,9.99,0.0,0.0,1
8955,8875,4,9634,11.95,11.95,0.0,0.0,1
8956,8876,13,8827,15.8,15.8,0.0,0.0,0
8957,8877,4,8171,42.99,42.99,0.0,0.0,1
8958,8878,4,9040,12.81,12.81,0.0,0.0,1
8959,8879,88,5521,24.95,24.95,0.0,0.0,1
8960,8880,27,2712,44.12,44.12,0.0,0.0,1
8961,8881,49,10349,8.97,8.97,0.0,0.0,0
8962,8882,82,3114,9.95,9.95,0.0,0.0,1
8963,8883,26,6157,7.99,7.99,0.0,0.0,1
8964,8884,76,4357,55.11,55.11,0.0,0.0,1
8965,8885,112,1584,13.94,13.94,0.0,0.0,1
8966,8886,17,2543,13.99,9.99,4.0,28.59,1
8967,8887,17,867,97.33,96.5,0.8299999999999983,0.85,1
8968,8888,27,104,10.99,10.99,0.0,0.0,1
8969,8889,12,8944,97.33,96.5,0.8299999999999983,0.85,1
8970,7108,13,6544,20.37,20.37,0.0,0.0,1
8971,8890,13,6544,20.37,20.37,0.0,0.0,1
8972,16218,13,6544,20.37,20.37,0.0,0.0,1
8973,29425,13,6544,20.37,20.37,0.0,0.0,1
8974,8891,26,5114,14.29,14.29,0.0,0.0,1
8975,8892,4,5886,9.3,9.3,0.0,0.0,1
8976,8893,9,8326,56.95,56.95,0.0,0.0,1
8977,8894,47,5206,13.18,13.18,0.0,0.0,1
8978,8895,5,6129,97.33,96.5,0.8299999999999983,0.85,1
8979,8896,13,3663,6.5,6.5,0.0,0.0,1
8980,8897,17,3764,97.33,96.5,0.8299999999999983,0.85,1
8981,8898,66,7124,23.74,23.74,0.0,0.0,0
8982,8899,206,1635,9.97,9.97,0.0,0.0,1
8983,8900,12,4349,5.36,5.36,0.0,0.0,1
8984,8901,93,1163,4.07,4.07,0.0,0.0,1
8985,8902,12,2118,79.99,79.99,0.0,0.0,1
8986,8903,1,3663,55.55,55.55,0.0,0.0,1
8987,8904,12,3965,7.95,7.95,0.0,0.0,1
8988,8905,238,8872,12.99,12.99,0.0,0.0,1
8989,8906,17,871,13.83,7.0,6.83,49.39,1
8990,8907,26,9160,9.99,9.99,0.0,0.0,1
8991,8908,12,2514,74.77,74.77,0.0,0.0,0
8992,8909,29,4123,97.33,96.5,0.8299999999999983,0.85,1
8993,8910,13,9588,8.8,8.8,0.0,0.0,1
8994,8911,28,3933,32.32,24.49,7.830000000000002,24.23,1
8995,8912,17,1791,17.99,7.77,10.22,56.81,1
8996,8913,29,9611,38.99,38.99,0.0,0.0,1
8997,8914,25,3602,64.4,64.4,0.0,0.0,1
8998,8915,12,10145,17.09,17.09,0.0,0.0,1
8999,8916,12,8578,19.95,19.95,0.0,0.0,1
9000,8917,12,1442,57.99,57.99,0.0,0.0,1
9001,8918,5,10109,17.49,17.49,0.0,0.0,1
9002,8919,61,8969,13.47,9.99,3.4800000000000004,25.84,1
9003,8920,4,3105,18.2,18.2,0.0,0.0,1
9004,8921,1,4467,91.41,91.41,0.0,0.0,1
9005,8922,9,9808,13.99,13.99,0.0,0.0,1
9006,8923,14,2227,97.33,96.5,0.8299999999999983,0.85,1
9007,8924,37,860,97.33,96.5,0.8299999999999983,0.85,1
9008,8925,17,9182,20.99,20.99,0.0,0.0,1
9009,8926,14,6065,40.69,40.69,0.0,0.0,1
9010,8927,12,9588,69.76,69.76,0.0,0.0,1
9011,8928,14,9518,35.22,31.1,4.119999999999997,11.7,1
9012,8929,18,3182,37.49,37.49,0.0,0.0,1
9013,8930,26,9296,11.49,11.49,0.0,0.0,1
9014,8931,14,3218,29.55,29.55,0.0,0.0,1
9015,8932,65,1217,2.6,2.6,0.0,0.0,1
9016,8933,40,6485,20.99,20.99,0.0,0.0,1
9017,8934,17,855,97.33,96.5,0.8299999999999983,0.85,1
9018,8935,18,3182,29.99,29.99,0.0,0.0,1
9019,8936,31,8141,7.99,7.99,0.0,0.0,1
9020,8937,19,7867,26.71,26.71,0.0,0.0,1
9021,8938,1,2429,19.99,19.99,0.0,0.0,1
9022,8939,37,8976,29.89,29.89,0.0,0.0,1
9023,8940,13,10205,46.26,46.26,0.0,0.0,1
9024,8941,14,9588,12.19,12.19,0.0,0.0,1
9025,8942,50,4153,11.99,11.99,0.0,0.0,1
9026,8943,14,6065,17.88,17.88,0.0,0.0,1
9027,8944,28,1939,14.98,14.98,0.0,0.0,1
9028,8945,12,8015,97.33,96.5,0.8299999999999983,0.85,1
9029,8946,12,721,15.87,15.87,0.0,0.0,1
9030,8947,99,9693,6.94,6.94,0.0,0.0,1
9031,8948,6,9255,5.09,5.09,0.0,0.0,1
9032,8949,6,7401,4.99,4.99,0.0,0.0,1
9033,8950,65,8509,26.95,26.95,0.0,0.0,1
9034,8951,53,10592,4.49,4.49,0.0,0.0,1
9035,16991,53,10592,4.49,4.49,0.0,0.0,1
9036,8952,31,8259,15.72,15.72,0.0,0.0,1
9037,8953,26,2059,7.27,7.27,0.0,0.0,1
9038,8954,31,1495,23.31,23.31,0.0,0.0,1
9039,8955,22,5010,0.0,0.0,0.0,0.0,0
9040,8956,27,10245,97.33,96.5,0.8299999999999983,0.85,1
9041,8957,19,7301,22.43,22.43,0.0,0.0,1
9042,8958,79,6405,31.99,31.99,0.0,0.0,1
9043,8959,104,7357,2.74,2.74,0.0,0.0,1
9044,8960,51,5328,37.04,37.04,0.0,0.0,1
9045,8961,17,8494,97.33,96.5,0.8299999999999983,0.85,1
9046,8962,16,4049,1.49,1.49,0.0,0.0,1
9047,8963,38,6304,25.81,25.81,0.0,0.0,1
9048,8964,6,3762,0.0,0.0,0.0,0.0,0
9049,8965,14,9664,19.88,19.88,0.0,0.0,1
9050,8966,14,500,35.99,35.99,0.0,0.0,1
9051,8967,17,883,13.0,13.0,0.0,0.0,1
9052,8968,146,5457,5.98,5.98,0.0,0.0,1
9053,8969,47,606,12.77,12.77,0.0,0.0,1
9054,8970,17,5188,69.99,69.99,0.0,0.0,1
9055,8971,45,7742,13.98,13.98,0.0,0.0,1
9056,8972,37,4423,25.99,25.99,0.0,0.0,1
9057,8973,38,1910,37.18,37.18,0.0,0.0,1
9058,8974,14,1605,4.69,4.69,0.0,0.0,1
9059,8975,6,2431,20.99,20.99,0.0,0.0,1
9060,8976,25,9594,44.56,44.56,0.0,0.0,1
9061,8977,8,3723,11.9,11.9,0.0,0.0,1
9062,8978,14,1063,6.99,6.99,0.0,0.0,1
9063,8979,146,4718,22.52,22.52,0.0,0.0,1
9064,8980,66,8047,29.16,22.99,6.170000000000002,21.16,1
9065,8981,31,669,4.33,4.33,0.0,0.0,1
9066,8982,4,8804,34.69,34.69,0.0,0.0,1
9067,8983,12,1085,86.93,86.93,0.0,0.0,1
9068,8984,12,7637,63.71,63.71,0.0,0.0,1
9069,8985,13,4847,75.88,75.88,0.0,0.0,1
9070,8986,28,225,14.0,14.0,0.0,0.0,1
9071,8987,4,6934,7.99,7.99,0.0,0.0,1
9072,8988,74,3202,17.8,17.8,0.0,0.0,1
